,Итого,"Макс. ПДЗ за 2020 год, дней","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB"
0,0.1,0.2777777777777778,7.2148151634233,-0.055625675709652274
1,0.2,-0.05555555555555555,1.1395392615949362,1.2453272320418376
2,0.4,0.05555555555555555,-0.03340235781349272,-0.055625675709652274
3,0.1,0.16666666666666666,17.819963762147918,30.266311316722415
4,0.2,-0.2222222222222222,250.483022330988,406.31846730193854
5,0.4,0.8888888888888888,63.620890886415516,23.67793226560732
6,0.4,-0.2777777777777778,13.10623102807257,21.894139240188068
7,0.4,0.7222222222222222,0.1728474951173024,0.1653785231186986
8,0.2,0.05555555555555555,0.5548744617267101,1.3313353279863225
9,0.4,11.444444444444445,0.5874532319928466,-0.055625675709652274
10,1.4,2.7222222222222223,251.29920935595447,579.8672063962991
11,0.4,-0.1111111111111111,3.4564792808904152,2.2387649913257732
12,0.2,0.3888888888888889,1.2019789632209334,0.383868453473462
13,0.1,0.0,-0.03340235781349272,-0.055625675709652274
14,0.1,-0.2777777777777778,0.7760194837282631,0.7945490659492622
15,0.2,0.9444444444444444,4.176788949808221,2.0954718024790693
16,0.0,-0.2777777777777778,-0.03340235781349272,-0.055625675709652274
17,0.2,-0.2777777777777778,0.0005294491375861736,-0.05456968295074548
18,0.2,-0.2777777777777778,-0.02761371390921712,0.11679279913509172
19,0.1,-0.2777777777777778,-0.03340235781349272,-0.055625675709652274
20,0.1,0.16666666666666666,-0.03340235781349272,-0.055625675709652274
21,0.1,-0.2222222222222222,1.125150010588983,2.5636487064088707
22,0.1,-0.2777777777777778,0.07434642445349082,0.0515626178563347
23,0.4,0.5,57.843365414029236,34.13822442360396
24,0.2,-0.2222222222222222,4.434465962303222,4.072250018857014
25,0.0,-0.2222222222222222,0.27867849495258495,-0.03957458577426898
26,0.0,-0.2777777777777778,-0.0035061298444596036,-0.055625675709652274
27,0.6,-0.2777777777777778,-0.03340235781349272,9.814336358836396
28,0.1,19.88888888888889,256.7376638350942,305.7418047419104
29,0.4,0.1111111111111111,-0.03340235781349272,-0.055625675709652274
30,1.4,0.3888888888888889,429.8799562322047,462.32295275689535
31,0.0,0.4444444444444444,0.025425324140527564,0.07575993764614188
32,0.1,0.6666666666666666,1.192637127326635,1.159741533200915
33,0.1,1.3888888888888888,-0.03340235781349272,-0.055625675709652274
34,0.2,0.6666666666666666,3.6276207732310524,18.784180222764185
35,0.2,-0.2777777777777778,2.9312657364049217,1.1719709350564453
36,0.0,-0.2777777777777778,-0.03340235781349272,-0.055625675709652274
37,0.3,-0.16666666666666666,127.219050756524,46.07978276720389
38,0.3,0.0,-0.03340235781349272,-0.055625675709652274
39,0.2,1.0,3.9001105960420728,5.6094938777562655
40,0.2,-0.1111111111111111,-0.03340235781349272,-0.055625675709652274
41,0.9,-0.2777777777777778,41.376285384850696,43.36613280366079
42,0.6,-0.2777777777777778,14.399192884203591,54.64302919065699
43,2.7,-0.1111111111111111,86.73578134927172,0.904231513841048
44,0.2,-0.2222222222222222,0.013906864013930407,-0.055625675709652274
45,0.4,1.1111111111111112,0.29186766124667624,0.1906418927413069
46,0.7,-0.2777777777777778,-0.03248464597501,-0.055434591305659614
47,0.0,0.3888888888888889,-0.03340235781349272,-0.055625675709652274
48,1.0,16.88888888888889,25.72005082711721,5.547532245493174
49,0.1,0.7222222222222222,38.086935548391665,47.212621627737406
50,0.2,-0.2777777777777778,1.1639762806786362,0.6445478088150254
51,0.1,2.0555555555555554,164.518366002306,192.87127448268927
52,0.3,0.3888888888888889,0.29100877709014744,-0.055625675709652274
53,0.5,-0.2777777777777778,2.826481869308422,65.6648178412491
54,1.4,8.88888888888889,4.967938913335058,43.153898373268305
55,0.2,0.0,0.2414052756665177,0.10260226787016329
56,0.1,-0.05555555555555555,-0.03340235781349272,-0.055565333266286175
57,2.4,-0.2777777777777778,-0.03340235781349272,-0.055625675709652274
58,0.3,-0.2777777777777778,-0.015095183189401602,-0.038679506197671784
59,0.1,0.5,0.2795609101818953,-0.04054006486812661
60,0.8,1.2777777777777777,479.9827517236511,-0.055625675709652274
61,1.5,1.2777777777777777,11.610807821728594,19.446961506549663
62,2.3,-0.2777777777777778,74.86141374685272,171.77700450054058
63,0.2,0.1111111111111111,186.81971668588363,137.5893193875242
64,0.1,0.0,2.9575852413111505,3.150217484222966
65,2.2,0.05555555555555555,49.892968915452855,68.1915470293918
66,0.7,4.055555555555555,41.800244723156936,34.612093631357965
67,0.2,-0.2777777777777778,-0.013895098477539584,-0.055625675709652274
68,0.1,3.7777777777777777,18.248441066428217,22.280692932391318
